player_id,player_first_name,player_last_name,player_short_first_name,player_short_last_name,player_match_name,player_nationality,player_position,player_place_of_birth,player_known_name,last_updated
232,Diana Beverly,Matheson,Diana,Matheson,D. Matheson,Canada,Midfielder,Oakville,NA,2/6/23
233,Stephanie Lynn Marie,Farsø,Stephanie,Labbé,S. Labbé,Canada,Goalkeeper,Edmonton,NA,2/6/23
234,Katherine Nicole,Stengel,Katie,Stengel,K. Stengel,USA,Attacker,Melbourne,NA,4/4/24
235,Line,Sigvardsen Jensen,Line,Sigvardsen Jensen,L. Jensen,Denmark,Midfielder,Farsø,Line Jensen,2/6/23
236,Janice,Cayman,Janice,Cayman,J. Cayman,Belgium,Defender,Brasschaat,NA,2/6/23
237,Makenzy Allyson,Doniak,Makenzy,Doniak,M. Doniak,USA,Attacker,Chino Hills,NA,4/4/24
238,Michaela,Hahn,NA,NA,M. Hahn,USA,Midfielder,Titusville,NA,2/6/23
239,Jessica Marie,McDonald,Jess,McDonald,J. McDonald,USA,Attacker,Phoenix,NA,9/3/23
240,Adriana Kristina,Leon,Adriana,Leon,A. Leon,Canada,Attacker,Mississauga,NA,9/3/23
241,Elizabeth Hunt,Eddy,Elizabeth,Eddy,E. Eddy,USA,Defender,Costa Mesa,NA,4/4/24
242,Samantha June,Mewis,Sam,Mewis,S. Mewis,USA,Midfielder,Hanson,NA,9/3/23
243,Abby May,Erceg,Abby,Erceg,A. Erceg,New Zealand,Defender,Whangarei,NA,4/4/24
244,Courtney,Niemiec,NA,NA,C. Niemiec,USA,Defender,Philadelphia,NA,2/6/23
245,Alanna Stephanie,Kennedy,Alanna,Kennedy,A. Kennedy,Australia,Defender,Campbelltown,NA,2/6/23
246,Abigail Lynn,Dahlkemper,Abby,Dahlkemper,A. Dahlkemper,USA,Defender,Lancaster,NA,4/4/24
247,Jaelene McKenzie,Daniels,Jaelene,Daniels,J. Daniels,USA,Defender,Denver,NA,2/6/23
248,Laura,Liedle,NA,NA,L. Liedle,USA,Defender,NA,NA,2/6/23
249,Taylor Nicole,Smith,Taylor,Smith,T. Smith,USA,Defender,Fort Worth,NA,4/4/24
250,Ga-Eul,Jeon,Ga-Eul,Jeon,Jeon Ga-Eul,Korea Republic,Attacker,Paju,Jeon Ga-Eul,2/6/23
251,Meredith Madeline,Speck,Meredith,Speck,M. Speck,USA,Midfielder,Rockville Centre,NA,4/4/24
252,Kristen Marie,Hamilton,Kristen,Hamilton,K. Hamilton,USA,Attacker,"Littleton, CO",NA,4/4/24
253,Britt Ellen,Eckerstrom,Britt,Eckerstrom,B. Eckerstrom,USA,Goalkeeper,Germantown,NA,2/6/23
254,Halimatu,Ibrahim Ayinde,Halimatu,Ayinde,H. Ayinde,Nigeria,Midfielder,Kaduna,NA,2/6/23
255,Lynn Raenie,Williams,Lynn,Williams,L. Williams,USA,Attacker,Fresno,NA,4/4/24
256,Lady Patricia,Andrade Rodríguez,Lady,Andrade,L. Andrade,Colombia,Attacker,Bogotá,NA,2/6/23
257,Sabrina Victoria,D'Angelo,Sabrina,D'Angelo,S. D'Angelo,Canada,Goalkeeper,Welland,NA,2/6/23
258,Ifeoma Chukwufumnaya,Onumonu,Ifeoma,Onumonu,I. Onumonu,Nigeria,Attacker,Rancho Cucamonga,NA,4/4/24
259,Hayley Jean,Dowd,NA,NA,H. Dowd,USA,Attacker,NA,NA,2/6/23
260,Emilie,Bosshard Haavi,Emilie,Haavi,E. Haavi,Norway,Attacker,Bærum,NA,2/6/23
261,Rosemary Kathleen,Lavelle,Rose,Lavelle,R. Lavelle,USA,Midfielder,Cincinnati,NA,4/4/24
262,Morgan,Andrews,Morgan,Andrews,M. Andrews,USA,Midfielder,Milford,NA,2/6/23
263,Margaret Melinda,Williams-Purce,Midge,Purce,M. Purce,USA,Attacker,Olney,NA,4/4/24
264,Jamie,Gillis,NA,NA,J. Gillis,USA,Goalkeeper,Billerica,NA,2/6/23
265,Rosemary Eleanor Florence,White,Rosie,White,R. White,New Zealand,Midfielder,Auckland,NA,2/6/23
266,Sammy Jo,Prudhomme,Sammy Jo,Prudhomme,S. Prudhomme,USA,Goalkeeper,Aliso Viejo,NA,2/6/23
267,Morgan,Proffitt,Morgan,Proffitt,M. Proffitt,USA,Midfielder,Columbus,NA,2/6/23
268,Summer,Green,NA,NA,S. Green,USA,Attacker,Bloomington,NA,2/6/23
269,Lauren,Kaskie,NA,NA,L. Kaskie,USA,Midfielder,Reno,NA,2/6/23
270,Yuki,Nagasato,Yuki,Nagasato,Y. Nagasato,Japan,Attacker,Atsugi,NA,4/4/24
271,Amy,Rodriguez,Amy,Rodriguez,A. Rodriguez,USA,Attacker,Beverly Hills,NA,2/6/23
272,Caroline,Flynn,NA,NA,C. Flynn,USA,Midfielder,Lincoln,NA,2/6/23
273,Sydney Rae,Leroux,Sydney,Leroux,S. Leroux,USA,Attacker,Surrey,NA,4/4/24
274,Maegan,Kelly,Maegan,Kelly,M. Kelly,Canada,Midfielder,Kansas City,Maegan Rosa,2/6/23
275,Sydney,Miramontez,Sydney,Miramontez,S. Miramontez,USA,Defender,Lenexa,NA,2/6/23
276,Christina,Gibbons,NA,NA,C. Gibbons,USA,Defender,Raleigh,NA,2/6/23
277,Claire,Falknor,Claire,Falknor,C. Falknor,USA,Midfielder,Dayton,NA,2/6/23
278,Nichelle Patrice,Prince Joseph,Nichelle,Prince,N. Prince,Canada,Attacker,"Ajax, Ontario",NA,4/4/24
279,Carolyn Jane,Campbell,Jane,Campbell,J. Campbell,USA,Goalkeeper,Kennesaw,NA,4/4/24
280,Bruna Beatriz,Benites Soares,Bruna Beatriz,Benites Soares,Bruna Benites,Brazil,Defender,Cuiabá,Bruna Benites,2/6/23
281,Janine,van Wyk,Janine,van Wyk,J. van Wyk,South Africa,Defender,Alberton,NA,2/6/23
282,Meghan,Cox,NA,NA,M. Cox,USA,Midfielder,Springfield,NA,2/6/23
283,Kailen Mary,Iacovoni Sheridan,Kailen,Sheridan,K. Sheridan,Canada,Goalkeeper,Pickering,NA,4/4/24
284,Miranda Alexis,Freeman,Mandy,Freeman,M. Freeman,USA,Defender,Royal Palm Beach,NA,4/4/24
285,Kayla,Mills,NA,NA,K. Mills,USA,Defender,West Covina,NA,2/6/23
286,Daphné Marie,Corboz,NA,NA,D. Corboz,France,Midfielder,Greenbrook,NA,2/6/23
287,McKenzie,Meehan,McKenzie,Meehan,M. Meehan,USA,Midfielder,Glocester,NA,2/6/23
288,Cassidy,Benintente,Cassidy,Benintente,C. Benintente,USA,Defender,NA,NA,2/6/23
289,Madison,Tiernan,Madison,Tiernan,M. Tiernan,USA,Midfielder,NA,NA,2/6/23
290,Yuri,Kawamura,Yuri,Kawamura,Y. Kawamura,Japan,Defender,Niigata,NA,2/6/23
291,Darian Michelle,Jenkins,Darian,Jenkins,D. Jenkins,USA,Attacker,Murray,NA,2/6/23
292,Débora Cristiane,de Oliveira,Débora Cristiane,de Oliveira,Debinha,Brazil,Midfielder,Brasópolis,Debinha,4/4/24
293,Rosana,dos Santos Augusto,Rosana,dos Santos Augusto,Rosana,Brazil,Midfielder,São Paulo,Rosana,2/6/23
294,Ashley Marie,Hatch,Ashley,Hatch,A. Hatch,USA,Attacker,Gilbert,NA,4/4/24
295,Nora,Holstad Berge,Nora,Holstad Berge,N. Holstad,Norway,Defender,Oslo,NA,2/6/23
296,Madeline,Bauer,NA,NA,M. Bauer,USA,Defender,Newport Beach,NA,2/6/23
297,Madalyn,Schiffel,NA,NA,M. Schiffel,USA,Goalkeeper,Roseville,NA,2/6/23
298,Katlyn Alicia,Johnson Carreón,Katie,Johnson,K. Johnson,Mexico,Attacker,Monrovia,NA,4/4/24
299,Kristen Claire,McNabb,Kristen,McNabb,K. McNabb,USA,Defender,Montville,NA,4/4/24
300,Rebekah Ashley,Stott,Rebekah,Stott,R. Stott,New Zealand,Defender,Papamoa,NA,2/6/23
301,Larissa Rose,Crummer,Larissa,Crummer,L. Crummer,Australia,Attacker,Nambour,NA,2/6/23
302,Rachel Morgan,Hill,Rachel,Hill,R. Hill,USA,Attacker,Rollinsford,NA,4/4/24
303,Danica,Evans,Danica,Evans,D. Evans,USA,Attacker,Littleton,NA,2/6/23
304,Jordan,O'Brien,NA,NA,J. O'Brien,USA,Midfielder,Anaheim,NA,2/6/23
305,Jocelyn,Blankenship,NA,NA,J. Blankenship,USA,Midfielder,NA,NA,2/6/23
306,Camila,Martins Pereira,Camila,Martins Pereira,Camilinha,Brazil,Midfielder,São Bento do Sul,Camilinha,2/6/23
307,Nickolette Taylor,Driesse,Nickolette,Driesse,N. Driesse,Puerto Rico,Midfielder,Wayne,NA,2/6/23
308,Marta,Vieira da Silva Veiga,Marta,Vieira da Silva Veiga,Marta,Brazil,Attacker,Dois Riachos,Marta,4/4/24
309,Kelli,Hubly,Kelli,Hubly,K. Hubly,USA,Defender,Elk Grove,NA,4/4/24
310,Ashleigh,Sykes,Ashleigh,Sykes,A. Sykes,Australia,Attacker,Dubbo,NA,2/6/23
311,Savannah,Jordan,NA,NA,S. Jordan,USA,Attacker,NA,NA,2/6/23
312,Tyler,Tompkins Lussi,Tyler,Lussi,T. Lussi,USA,Attacker,Lutherville,NA,4/4/24
313,Ashley,Herndon,Ashley,Herndon,A. Herndon,USA,Midfielder,Ashburn,NA,2/6/23
314,Lindsay Elizabeth,Agnew,Lindsay,Agnew,L. Agnew,Canada,Attacker,Kingston,NA,2/6/23
315,Arielle Leah,Ship,Arielle,Ship,A. Ship,USA,Attacker,Westlake Village,NA,2/6/23
316,Cameron,Castleberry,NA,NA,C. Castleberry,USA,Midfielder,Raleigh,NA,2/6/23
317,Megan,Dougherty Howard,Meggie,Dougherty Howard,M. Dougherty Howard,USA,Midfielder,Largo,NA,4/4/24
318,Mallory Diane,Swanson,Mallory,Swanson,M. Swanson,USA,Attacker,Highlands Ranch,NA,4/4/24
319,Crystal Elaine Marie,Thomas,Crystal,Thomas,C. Thomas,USA,Attacker,Elgin,NA,2/6/23
320,Yanara Katherine Nicole,Aedo Muñoz,Yanara,Aedo,Y. Aedo,Chile,Attacker,Temuco,NA,2/6/23
321,Joanna,Boyles,Joanna,Boyles,J. Boyles,USA,Defender,Raleigh,NA,2/6/23
322,Zoey,Goralski,Zoey,Goralski,Z. Goralski,USA,Defender,Naperville,NA,2/6/23
323,Jennifer Michele,Vasconcelos,Michele,Vasconcelos,M. Vasconcelos,USA,Midfielder,Sandy,NA,4/4/24
324,Ryann Danielle,Torrero Rojas,Ryan,Torrero,R. Torrero,Chile,Goalkeeper,Burbank,NA,2/6/23
325,Emily Nicole,Boyd,Emily,Boyd,E. Boyd,USA,Goalkeeper,Seattle,NA,9/3/23
326,Chandra,Eigenberger,NA,NA,C. Eigenberger,USA,Defender,NA,NA,2/6/23
327,Erin,Yenney,NA,NA,E. Yenney,USA,Midfielder,Troy,NA,2/6/23
328,Chrestinah Thembi,Kgatlana,Thembi,Kgatlana,T. Kgatlana,South Africa,Attacker,Mohlakeng,NA,9/3/23
329,Linda Maserame,Motlhalo,Linda,Motlhalo,L. Motlhalo,South Africa,Midfielder,Brandvlei,NA,4/4/24
330,Haley Jean,McCutcheon,Haley,McCutcheon,H. McCutcheon,USA,Defender,Overland Park,NA,4/4/24
331,Allison,Wetherington,NA,NA,A. Wetherington,USA,Midfielder,Shreveport,NA,2/6/23
332,Clare Elizabeth,Polkinghorne,Clare,Polkinghorne,C. Polkinghorne,Australia,Defender,Brisbane,NA,2/6/23
333,Kimberly,Keever,NA,NA,K. Keever,USA,Defender,Manhattan Beach,NA,2/6/23
334,Sydney,Babineaux,NA,NA,S. Babineaux,USA,Midfielder,NA,NA,2/6/23
335,Veronica Anne,Latsko,Veronica,Latsko,V. Latsko,USA,Attacker,Venetia,NA,4/4/24
336,Imani Michelle,Dorsey,Imani,Dorsey,I. Dorsey,USA,Defender,Elkridge,NA,4/4/24
337,Amandine,Pierre-Louis,Amandine,Pierre-Louis,A. Pierre-Louis,Canada,Defender,NA,NA,2/6/23
338,Michaela-Batya Bisi,Abam,Michaela,Abam,M. Abam,Cameroon,Attacker,Houston,NA,3/23/23
339,Gabriella Elizabeth,Cuevas Reyes,Gabriella,Cuevas,G. Cuevas,Dominican Republic,Defender,NA,Gabby Cuevas,2/6/23
340,Savannah Elizabeth,McCaskill,Savannah,McCaskill,S. McCaskill,USA,Midfielder,Chapin,NA,4/4/24
341,Kaycee,Gunion,NA,NA,K. Gunion,USA,Goalkeeper,NA,NA,2/6/23
342,Thaisa,de Moraes Rosa Moreno,Thaisa,de Moraes Rosa Moreno,Thaisa,Brazil,Midfielder,NA,Thaisa Moreno,2/6/23
343,Eliza,Bona,NA,NA,E. Bona,USA,Midfielder,NA,NA,2/6/23
344,Kaleigh Nicole,Kurtz,Kaleigh,Kurtz,K. Kurtz,USA,Defender,Greer,NA,4/4/24
345,Ryan Emilie,Williams,Ryan,Williams,R. Williams,USA,Defender,Centennial,NA,4/4/24
346,Tori Elizabeth,Hansen,Tori,Hansen,T. Hansen,USA,Defender,NA,NA,4/4/24
347,Morgan Nicole,Reid,Morgan,Reid,M. Reid,USA,Defender,NA,NA,2/6/23
348,Frannie,Crouse,NA,NA,F. Crouse,USA,Attacker,Greensburg,NA,2/6/23
349,Sarah Marie,Teegarden,NA,NA,S. Teegarden,USA,Midfielder,Arcadia,NA,2/6/23
350,Carlin,Hudson,Carlin,Hudson,C. Hudson,USA,Midfielder,NA,NA,2/6/23
351,Julia,Aronov,NA,NA,J. Aronov,USA,Midfielder,New Hyde Park,NA,2/6/23
352,Jodie Lee,Taylor,Jodie,Taylor,J. Taylor,England,Attacker,Birkenhead,NA,2/6/23
353,Joelle Catherine,Johnson,Joelle,Johnson,J. Johnson,USA,Attacker,NA,NA,2/6/23
354,Adelaide Anne,Gay,Adelaide,Gay,A. Gay,USA,Goalkeeper,Princeton,NA,2/6/23
355,Elizabeth,Addo,Elizabeth,Addo,E. Addo,Ghana,Attacker,NA,NA,2/6/23
356,Theresa,Eslund,Theresa,Eslund,T. Eslund,Denmark,Defender,NA,NA,2/6/23
357,Christine,Creighton,NA,NA,C. Creighton,USA,Attacker,Palm Beach Gardens,NA,2/6/23
358,Sydney Abigail,Elinsky,Abby,Elinsky,A. Elinsky,USA,Midfielder,West Chester,NA,2/6/23
359,Nádia Filipa,Gomes Coelho,Nádia Filipa,Gomes Coelho,Nádia Gomes,Portugal,Attacker,Viseu,Nádia Gomes,4/4/24
360,Emily Louise,van Egmond,Emily,van Egmond,E. van Egmond,Australia,Midfielder,Newcastle,NA,4/4/24
361,Bridget,Callahan,Bridget,Callahan,B. Callahan,USA,Midfielder,NA,NA,2/6/23
362,Sarah,Shimer,NA,NA,S. Shimer,USA,Goalkeeper,NA,NA,2/6/23
363,Lotta Linnea,Ökvist,Lotta,Okvist,L. Ökvist,Sweden,Defender,NA,NA,2/6/23
364,Annabella Madeleine,Bixby,Bella,Bixby,B. Bixby,USA,Goalkeeper,Milwaukie,NA,4/4/24
365,Elizabeth Rose,Ball,Elizabeth,Ball,E. Ball,USA,Defender,Richmond,NA,4/4/24
366,Sandra,Yu,NA,NA,S. Yu,USA,Midfielder,Strongsville,NA,2/6/23
367,Simone Naomi,Charley,Simone,Charley,S. Charley,USA,Attacker,Boston,NA,4/4/24
368,Ellie Madison,Carpenter,Ellie,Carpenter,E. Carpenter,Australia,Defender,Cowra,NA,2/6/23
369,Ana-Maria,Crnogorčević,Ana-Maria,Crnogorcevic,A. Crnogorčević,Switzerland,Defender,Steffisburg,NA,2/6/23
370,Kimberly Alexis,Boulos,NA,NA,K. Boulos,Haiti,Attacker,NA,NA,2/6/23
371,Riley,Smith,Riley,Smith,R. Smith,USA,Defender,NA,NA,2/6/23
372,Bobbi,Eckler,NA,NA,B. Eckler,USA,Midfielder,NA,NA,2/6/23
373,Caitlin Jade,Foord,Caitlin,Foord,C. Foord,Australia,Attacker,Shellharbour,NA,2/6/23
374,Emma Jane,Proctor,NA,NA,E. Proctor,USA,Goalkeeper,NA,NA,2/6/23
375,Collette,Smith,NA,NA,C. Smith,USA,Midfielder,NA,NA,2/6/23
376,Gunnhildur Yrsa,Jónsdóttir,Gunny,Jónsdóttir,G. Jónsdóttir,Iceland,Midfielder,NA,NA,2/6/23
377,Katrina-Lee,Gorry,Katrina,Gorry,K. Gorry,Australia,Midfielder,Sunnybank,NA,2/6/23
378,Becca,Ritchie,NA,NA,B. Ritchie,USA,Goalkeeper,NA,NA,2/6/23
379,Elise,Hove Thorsnes,Elise,Thorsnes,E. Thorsnes,Norway,Attacker,Leikanger,NA,2/6/23
380,Mallory,Eubanks,Mallory,Eubanks,M. Eubanks,USA,Attacker,Lexington,NA,2/6/23
381,Morgan,Ruhl,NA,NA,M. Ruhl,USA,Goalkeeper,NA,NA,2/6/23
382,NA,Quinn,NA,Quinn,Quinn,Canada,Midfielder,Toronto,Quinn,4/4/24
383,Andi Maureen,Sullivan,Andi,Sullivan,A. Sullivan,USA,Midfielder,Honolulu,NA,4/4/24
384,Maddie,Huster,NA,NA,M. Huster,USA,Midfielder,NA,NA,2/6/23
385,Zoe,Clark,NA,NA,Z. Clark,USA,Defender,NA,NA,2/6/23
386,Schuyler,DeBree,Schuyler,DeBree,S. DeBree,USA,Defender,NA,NA,2/6/23
387,María Guadalupe,Sánchez Morales,María,Sánchez,M. Sánchez,Mexico,Attacker,Nampa,NA,4/4/24
388,Jenna,Szczesny,Jenna,Szczesny,J. Szczesny,USA,Attacker,NA,NA,2/6/23
389,Hannah Elise,Davison,Hannah,Davison,H. Davison,USA,Defender,Geneva,NA,2/6/23
390,Mackenzie Elizabeth,Arnold,Mackenzie,Arnold,M. Arnold,Australia,Goalkeeper,Gold Coast,NA,2/6/23
391,Tierna Lillis,Davidson,Tierna,Davidson,T. Davidson,USA,Defender,Menlo Park,NA,4/4/24
392,Megan,Hinz,Megan,Hinz,M. Hinz,USA,Goalkeeper,NA,NA,2/6/23
393,Madalyn Ann,Pokorny,Maddie,Pokorny,M. Pokorny,USA,Midfielder,St. Louis,NA,4/4/24
394,Alison,Jahansouz,Alison,Jahansouz,A. Jahansouz,USA,Goalkeeper,NA,NA,2/6/23
395,Kayla Lynne,Sharples,Kayla,Sharples,K. Sharples,USA,Defender,Chicago,NA,4/4/24
396,Jorian Nicole,Baucom,Jorian,Baucom,J. Baucom,USA,Attacker,Scottsdale,NA,2/6/23
397,Arianna Jeanette,Romero Tellez,Arianna,Romero,A. Romero,Mexico,Defender,Glendale,NA,2/6/23
398,Ariana Catrina,Calderón Valdez,Ariana,Calderón,A. Calderón,Mexico,Attacker,Sacramento,NA,2/6/23
399,Allyson Paige,Haran,Ally,Haran,A. Haran,USA,Defender,NA,NA,2/6/23
400,Elizabeth Lane,Brandon,Elizabeth,Brandon,E. Brandon,USA,Midfielder,NA,Betsy Brandon,2/6/23
401,Satara Melonie,Murray,Satara,Murray,S. Murray,Jamaica,Defender,New York,NA,9/3/23
402,Cecelia Anne,Kizer,Cece,Kizer,C. Kizer,USA,Attacker,Overland Park,NA,4/4/24
403,Sophie Diana,Schmidt,Sophie,Schmidt,S. Schmidt,Canada,Midfielder,Winnipeg,NA,4/4/24
404,Jazmin Nichole,Jackmon,Jazmin,Jackmon,J. Jackmon,USA,Defender,Pasadena,NA,2/6/23
405,Ally Samantha,Prisock,Ally,Prisock,A. Prisock,USA,Defender,Fontana,NA,9/3/23
406,Kayla Jay,McKenna,Kayla,McKenna,K. McKenna,Jamaica,Attacker,Skokie,NA,2/6/23
407,Devon Angela,Kerr,Devon,Kerr,D. Kerr,Canada,Goalkeeper,Barrie,NA,9/3/23
408,Paige Quinn,Monaghan,Paige,Monaghan,P. Monaghan,USA,Attacker,Roxbury Township,NA,4/4/24
409,Nicole Alexandra,Baxter,Nicole,Baxter,N. Baxter,USA,Midfielder,NA,NA,2/6/23
410,Sabrina Inés,Flores Grigoriu,Sabrina,Flores,S. Flores,Mexico,Defender,NA,NA,9/3/23
411,Gina Loren,Lewandowski,Gina,Lewandowski,G. Lewandowski,USA,Defender,Bethlehem,NA,2/6/23
412,Kenie,Wright,Kenie,Wright,K. Wright,USA,Midfielder,NA,NA,2/6/23
413,Julie,James,Julie,Doyle,J. James,USA,Midfielder,NA,NA,2/6/23
414,Kaylan Jenna,Marckese,Kaylan,Marckese,K. Marckese,USA,Goalkeeper,NA,NA,2/6/23
415,Francisca Gabriela,Morais da Rocha,Francisca Gabriela,Morais da Rocha,Gabi Morais,Brazil,Midfielder,NA,Gabi Morais,2/6/23
416,Samantha,Leshnak Murphy,Samantha,Leshnak Murphy,S. Murphy,USA,Goalkeeper,NA,Sam Murphy,2/6/23
417,Leah,Pruitt,Leah,Pruitt,L. Pruitt,USA,Attacker,NA,NA,9/3/23
418,Peyton,Leigh Perea,Peyton,Perea,P. Perea,USA,Midfielder,NA,NA,2/6/23
419,Shannon,Horgan,Shannon,Horgan,S. Horgan,USA,Midfielder,"Long Beach, NY",NA,2/6/23
420,Julia,Spetsmark,Julia,Spetsmark,J. Spetsmark,Sweden,Attacker,NA,NA,2/6/23
421,Lauren,Milliet Stopforth,Lauren,Milliet,L. Milliet,USA,Midfielder,Durango,NA,4/4/24
422,Hailey,Harbison,Hailey,Harbison,H. Harbison,USA,Defender,NA,NA,2/6/23
423,Kori,Butterfield,NA,NA,K. Butterfield,USA,Goalkeeper,NA,NA,2/6/23
424,Casey Grace,Murphy,Casey,Murphy,C. Murphy,USA,Goalkeeper,Bridgewater,NA,4/4/24
425,Celia,Jiménez Delgado,Celia,Jiménez,Celia Jiménez,Spain,Defender,Alcaudete,NA,4/4/24
426,Bethany Catherine,Balcer,Bethany,Balcer,B. Balcer,USA,Attacker,Hudsonville,NA,4/4/24
427,Elise,Kellond-Knight,Elise,Kellond-Knight,E. Kellond-Knight,Australia,Defender,Southport,NA,2/6/23
428,Addison,Steiner,Addison,Steiner,A. Steiner,USA,Attacker,NA,NA,2/6/23
429,Scout,Watson,Scout,Watson,S. Watson,USA,Goalkeeper,NA,NA,2/6/23
430,Stephanie Renee,Cox,Stephanie,Cox,S. Cox,USA,Defender,San Jose,NA,2/6/23
431,Alika Isis,Keene,Alika,Keene,A. Keene,Jamaica,Defender,NA,NA,2/6/23
432,Taylor Lauren,Porter,Taylor,Porter,T. Porter,USA,Midfielder,NA,NA,9/3/23
433,Claire,Emslie,Claire,Emslie,C. Emslie,Scotland,Attacker,Edinburgh,NA,4/4/24
434,Marisa Marie,DiGrande,Marisa,DiGrande,M. DiGrande,USA,Midfielder,Troy,NA,4/4/24
435,Erin Marie,Greening,Erin,Greening,E. Greening,USA,Defender,Piedmont,NA,2/6/23
436,Hana,Kerner,NA,NA,H. Kerner,USA,Defender,NA,NA,2/6/23
437,Elaine Margaret,Burdett,Lainey,Burdett,E. Burdett,USA,Goalkeeper,Las Vegas,NA,2/6/23
438,Caitlin,Farrell,Caitlin,Farrell,C. Farrel,USA,Defender,Raleigh,NA,2/6/23
439,Gabrielle Lorraine,Seiler,Gabby,Seiler,G. Seiler,USA,Midfielder,Peachtree City,NA,2/6/23
440,Katy,Byrne,Katy,Byrne,K. Byrne,USA,Midfielder,NA,NA,2/6/23
441,Marissa,Everett,Marissa,Everett,M. Everett,USA,Attacker,Canyon Lake,NA,2/6/23
442,Emily Helena,Curran,Emily,Curran,E. Curran,USA,Midfielder,Strongsville,NA,9/3/23
443,Madison,Pogarch,Madison,Pogarch,M. Pogarch,USA,Defender,Hartland,NA,4/4/24
444,Raisa,Strom-Okimoto,Raisa,Strom-Okimoto,R. Strom-Okimoto,USA,Attacker,Honolulu city,NA,2/6/23
445,Verónica,Boquete Giadans,Verónica,Boquete,Verónica Boquete,Spain,Midfielder,Santiago de Compostela,Vero,2/6/23
446,Melissa Anne,Lowder,Melissa,Lowder,M. Lowder,USA,Goalkeeper,San Diego,NA,4/4/24
447,Gabrielle Marie,Vincent,Gaby,Vincent,G. Vincent,USA,Midfielder,Columbia,NA,2/6/23
448,Madeline Marie,Nolf,Madeline,Nolf,M. Nolf,USA,Defender,Omaha,NA,2/6/23
449,Alexandra Amalia,Kimball Suarez,Alexandra,Kimball,A. Kimball,Peru,Attacker,Utah,NA,2/6/23
450,Michelle,Maemone,Michelle,Maemone,M. Maemone,USA,Defender,San Jose,NA,2/6/23
451,Samantha Keala,Staab,Sam,Staab,S. Staab,USA,Defender,San Diego,NA,4/4/24
452,Dorian Josey,Bailey,Dorian,Bailey,D. Bailey,USA,Midfielder,Mission,NA,4/4/24
453,Jordan Elisabeth,Baggett,Jordan,Baggett,J. Baggett,USA,Midfielder,Highlands Ranch,NA,4/4/24
454,Tegan Ann,McGrady,Tegan,McGrady,T. McGrady,USA,Defender,San Jose,NA,9/3/23
455,Jessica Shae,Yáñez Couey,Shae,Yañez,S. Yáñez,USA,Goalkeeper,Macon,NA,9/3/23
456,Chloe,Logarzo,Chloe,Logarzo,C. Logarzo,Australia,Midfielder,Prairiewood,NA,2/6/23
457,Amy Bianca,Harrison,Amy,Harrison,A. Harrison,Australia,Midfielder,Camden,NA,2/6/23
458,Bayley Elizabeth,Feist,Bayley,Feist,B. Feist,USA,Midfielder,"Cincinnati, Ohio",NA,4/4/24
459,Grace,Cutler,Grace,Cutler,G. Cutler,USA,Defender,NA,NA,2/6/23
460,Cassandra Danielle,Rohan,Cassie,Rohan,C. Rohan,USA,Midfielder,NA,NA,2/6/23
